Date,Time,Day,Station,Code,Min_Delay,Line
2023-07-07T00:00:00Z,12:54:00,Friday,DUNDAS WEST STATION,MUPAA,3,BD
2023-07-07T00:00:00Z,15:41:00,Friday,FINCH WEST STATION,MUPAA,4,YU
2023-07-07T00:00:00Z,15:53:00,Friday,KING STATION,MUPAA,4,YU
2023-07-07T00:00:00Z,16:41:00,Friday,DAVISVILLE STATION,PUOPO,3,YU
2023-07-07T00:00:00Z,17:20:00,Friday,ST CLAIR STATION,MUPAA,4,YU
2023-07-07T00:00:00Z,18:11:00,Friday,LANSDOWNE STATION,MUSAN,15,BD
2023-07-07T00:00:00Z,18:17:00,Friday,YONGE BD STATION,SUDP,4,BD
2023-07-07T00:00:00Z,18:18:00,Friday,SUMMERHILL STATION,MUPAA,6,YU
2023-07-07T00:00:00Z,20:40:00,Friday,LAWRENCE STATION,EUYRD,5,YU
2023-07-07T00:00:00Z,23:48:00,Friday,SPADINA BD STATION,SUUT,21,BD
2023-07-07T00:00:00Z,13:13:00,Friday,BESSARION STATION,TUO,9,SHP
2023-07-08T00:00:00Z,10:42:00,Saturday,YORK MILLS STATION,EUDO,6,YU
2023-07-08T00:00:00Z,14:21:00,Saturday,SPADINA YUS STATION,SUDP,3,YU
2023-07-08T00:00:00Z,14:56:00,Saturday,EGLINTON STATION,MUIR,20,YU
2023-07-08T00:00:00Z,15:23:00,Saturday,ST CLAIR STATION,SUAE,8,YU
2023-07-08T00:00:00Z,15:30:00,Saturday,DAVISVILLE STATION,SUO,27,YU
2023-07-08T00:00:00Z,16:18:00,Saturday,CHRISTIE STATION,TUSC,11,BD
2023-07-08T00:00:00Z,20:07:00,Saturday,FINCH STATION,SUO,19,YU
2023-07-08T00:00:00Z,20:15:00,Saturday,KIPLING STATION,MUI,5,BD
2023-07-08T00:00:00Z,20:23:00,Saturday,SUMMERHILL STATION,PUOPO,6,YU
2023-07-08T00:00:00Z,20:30:00,Saturday,SUMMERHILL STATION,PUOPO,6,YU
2023-07-08T00:00:00Z,00:47:00,Saturday,YONGE BD STATION,TUO,9,BD
2023-07-08T00:00:00Z,00:57:00,Saturday,SHERBOURNE STATION,MUPAA,4,BD
2023-07-08T00:00:00Z,18:32:00,Saturday,SHEPPARD-YONGE STATION,MUO,4,SHP
2023-07-08T00:00:00Z,21:29:00,Saturday,SHEPPARD-YONGE STATION,PUSTS,11,SHP
2023-07-09T00:00:00Z,08:40:00,Sunday,LAWRENCE EAST STATION,MRPAA,3,SRT
2023-07-09T00:00:00Z,09:12:00,Sunday,MIDLAND STATION TO ELL,ERTC,91,SRT
2023-07-09T00:00:00Z,19:40:00,Sunday,LAWRENCE EAST STATION,SRO,28,SRT
2023-07-09T00:00:00Z,07:53:00,Sunday,VAUGHAN MC STATION,MUDD,4,YU
2023-07-09T00:00:00Z,07:56:00,Sunday,NORTH YORK CTR STATION,MUATC,3,YU
2023-07-09T00:00:00Z,08:05:00,Sunday,KEELE STATION,SUG,5,BD
2023-07-09T00:00:00Z,11:35:00,Sunday,BROADVIEW STATION,MUD,4,BD
2023-07-09T00:00:00Z,12:03:00,Sunday,MAIN STREET STATION,EUSC,4,BD
2023-07-09T00:00:00Z,12:17:00,Sunday,VAUGHAN MC STATION,EUDO,4,YU
2023-07-09T00:00:00Z,12:35:00,Sunday,BLOOR STATION,MUDD,6,YU
2023-07-09T00:00:00Z,12:38:00,Sunday,QUEEN STATION,MUPAA,3,YU
2023-07-09T00:00:00Z,12:42:00,Sunday,EGLINTON STATION,SUDP,7,YU
2023-07-09T00:00:00Z,13:14:00,Sunday,ST CLAIR WEST STATION,MUPAA,5,YU
2023-07-09T00:00:00Z,14:38:00,Sunday,WELLESLEY STATION,MUDD,9,YU
2023-07-09T00:00:00Z,14:43:00,Sunday,WELLESLEY STATION,MUSAN,4,YU
2023-07-09T00:00:00Z,16:10:00,Sunday,KIPLING STATION,SUO,5,BD
2023-07-09T00:00:00Z,16:20:00,Sunday,RUNNYMEDE STATION,SUDP,10,BD
2023-07-09T00:00:00Z,16:33:00,Sunday,ST CLAIR STATION,MUO,6,YU
2023-07-09T00:00:00Z,16:59:00,Sunday,SHEPPARD STATION,SUEAS,8,YU
2023-07-09T00:00:00Z,17:53:00,Sunday,FINCH STATION,SUDP,7,YU
2023-07-09T00:00:00Z,17:59:00,Sunday,BATHURST STATION,SUAP,16,BD
2023-07-09T00:00:00Z,18:01:00,Sunday,DONLANDS STATION,SUAP,10,BD
2023-07-09T00:00:00Z,21:28:00,Sunday,KING STATION,MUPAA,3,YU
2023-07-09T00:00:00Z,21:47:00,Sunday,CASTLE FRANK STATION,MUD,3,BD
2023-07-09T00:00:00Z,22:35:00,Sunday,GLENCAIRN STATION,MUPAA,4,YU
2023-07-10T00:00:00Z,13:32:00,Monday,MCCOWAN STATION,ERNT,14,SRT
2023-07-10T00:00:00Z,05:56:00,Monday,EGLINTON STATION,TUNOA,4,YU
2023-07-10T00:00:00Z,06:26:00,Monday,YORK UNIVERSITY STATIO,MUPAA,3,YU
2023-07-10T00:00:00Z,07:43:00,Monday,MAIN STREET STATION,MUSAN,3,BD
2023-07-10T00:00:00Z,08:57:00,Monday,WARDEN STATION,SUUT,7,BD
2023-07-10T00:00:00Z,09:27:00,Monday,PAPE STATION,SUO,4,BD
2023-07-10T00:00:00Z,11:06:00,Monday,KIPLING STATION,EUNT,4,BD
2023-07-10T00:00:00Z,11:38:00,Monday,ST CLAIR WEST STATION,MUPAA,3,YU
2023-07-10T00:00:00Z,12:01:00,Monday,QUEEN STATION,TUCC,5,YU
2023-07-10T00:00:00Z,14:26:00,Monday,WARDEN STATION,PUSTS,5,BD
2023-07-10T00:00:00Z,16:11:00,Monday,WILSON STATION,EUDO,3,YU
2023-07-10T00:00:00Z,16:11:00,Monday,YONGE BD STATION,MUIR,3,BD
2023-07-10T00:00:00Z,16:12:00,Monday,SHEPPARD WEST STATION,MUO,8,YU
2023-07-10T00:00:00Z,16:21:00,Monday,WELLESLEY STATION,SUDP,3,YU
2023-07-10T00:00:00Z,16:53:00,Monday,FINCH STATION,TUO,3,YU
2023-07-10T00:00:00Z,17:41:00,Monday,DUNDAS WEST STATION,SUDP,5,BD
2023-07-10T00:00:00Z,17:46:00,Monday,DONLANDS STATION,SUPOL,11,BD
2023-07-10T00:00:00Z,20:05:00,Monday,ST GEORGE YUS STATION,MUPAA,4,YU
2023-07-10T00:00:00Z,20:26:00,Monday,HIGHWAY 407 STATION,MUATC,5,YU
2023-07-10T00:00:00Z,21:11:00,Monday,DUFFERIN STATION,PUTIJ,5,BD
2023-07-10T00:00:00Z,21:56:00,Monday,YORKDALE STATION,MUPAA,5,YU
2023-07-10T00:00:00Z,22:39:00,Monday,LAWRENCE STATION,SUAP,11,YU
2023-07-10T00:00:00Z,22:56:00,Monday,WARDEN STATION,MUD,3,BD
2023-07-10T00:00:00Z,00:00:00,Monday,BAY STATION,SUDP,5,BD
2023-07-10T00:00:00Z,00:28:00,Monday,MUSEUM STATION,MUIR,7,YU
2023-07-10T00:00:00Z,01:42:00,Monday,SHEPPARD WEST STATION,MUI,7,YU
2023-07-10T00:00:00Z,01:54:00,Monday,YONGE BD STATION,SUEAS,14,BD
2023-07-10T00:00:00Z,17:34:00,Monday,DON MILLS STATION,SUO,10,SHP
2023-07-11T00:00:00Z,05:38:00,Tuesday,YORK MILLS STATION,EUVE,5,YU
2023-07-11T00:00:00Z,06:10:00,Tuesday,WELLESLEY STATION,PUOPO,7,YU
2023-07-11T00:00:00Z,06:17:00,Tuesday,WELLESLEY STATION,PUOPO,5,YU
2023-07-11T00:00:00Z,07:15:00,Tuesday,KENNEDY STATION,EUAC,3,BD
2023-07-11T00:00:00Z,07:57:00,Tuesday,BLOOR STATION,SUDP,3,YU
2023-07-11T00:00:00Z,08:03:00,Tuesday,DUFFERIN STATION,PUTIJ,5,BD
2023-07-11T00:00:00Z,08:55:00,Tuesday,WELLESLEY STATION,MUPAA,4,YU
2023-07-11T00:00:00Z,09:30:00,Tuesday,PIONEER VILLAGE STATIO,SUO,4,YU
2023-07-11T00:00:00Z,12:27:00,Tuesday,BLOOR STATION,MUSAN,5,YU
2023-07-11T00:00:00Z,14:58:00,Tuesday,QUEEN STATION,SUDP,6,YU
2023-07-11T00:00:00Z,15:56:00,Tuesday,WILSON STATION,EUYRD,7,YU
2023-07-11T00:00:00Z,16:24:00,Tuesday,YORK UNIVERSITY STATIO,EUDO,7,YU
2023-07-11T00:00:00Z,17:15:00,Tuesday,ST CLAIR WEST STATION,PUOPO,7,YU
2023-07-11T00:00:00Z,17:25:00,Tuesday,ST GEORGE BD STATION,SUAP,5,BD
2023-07-11T00:00:00Z,17:26:00,Tuesday,EGLINTON WEST STATION,PUOPO,5,YU
2023-07-11T00:00:00Z,17:54:00,Tuesday,PAPE STATION,MUD,4,BD
2023-07-11T00:00:00Z,17:57:00,Tuesday,GREENWOOD STATION,SUAP,4,BD
2023-07-11T00:00:00Z,18:09:00,Tuesday,VAUGHAN MC STATION,TUO,3,YU
2023-07-11T00:00:00Z,18:15:00,Tuesday,DAVISVILLE STATION,SUDP,7,YU
2023-07-11T00:00:00Z,18:21:00,Tuesday,DAVISVILLE STATION,SUDP,23,YU
2023-07-11T00:00:00Z,18:42:00,Tuesday,MAIN STREET STATION,SUDP,17,BD
2023-07-11T00:00:00Z,18:57:00,Tuesday,HIGH PARK STATION,PUSSW,6,BD
2023-07-11T00:00:00Z,21:55:00,Tuesday,KIPLING STATION,TUNIP,4,BD
2023-07-11T00:00:00Z,22:17:00,Tuesday,VICTORIA PARK STATION,MUTO,4,BD
2023-07-11T00:00:00Z,22:34:00,Tuesday,PAPE STATION,SUO,11,BD
2023-07-11T00:00:00Z,22:49:00,Tuesday,ST PATRICK STATION,MUIR,5,YU
2023-07-11T00:00:00Z,23:39:00,Tuesday,BROADVIEW STATION,EUNT,12,BD
2023-07-11T00:00:00Z,23:55:00,Tuesday,YORK UNIVERSITY STATIO,MUPAA,4,YU
2023-07-12T00:00:00Z,13:26:00,Wednesday,MCCOWAN STATION,PRS,29,SRT
2023-07-12T00:00:00Z,05:56:00,Wednesday,HIGHWAY 407 STATION,PUOPO,3,YU
2023-07-12T00:00:00Z,07:04:00,Wednesday,WILSON STATION,EUME,4,YU
2023-07-12T00:00:00Z,07:11:00,Wednesday,LAWRENCE WEST STATION,EUCD,4,YU
2023-07-12T00:00:00Z,07:30:00,Wednesday,ST CLAIR WEST STATION,MUATC,5,YU
2023-07-12T00:00:00Z,07:30:00,Wednesday,SPADINA YUS STATION,MUATC,5,YU
2023-07-12T00:00:00Z,07:57:00,Wednesday,ST GEORGE YUS STATION,SUDP,4,YU
2023-07-12T00:00:00Z,08:07:00,Wednesday,KENNEDY BD STATION,MUSAN,3,BD
2023-07-12T00:00:00Z,08:42:00,Wednesday,WELLESLEY STATION,MUPAA,4,YU
2023-07-12T00:00:00Z,08:50:00,Wednesday,ST GEORGE YUS STATION,PUOPO,3,YU
2023-07-12T00:00:00Z,09:31:00,Wednesday,DONLANDS STATION,MUO,5,BD
2023-07-12T00:00:00Z,11:34:00,Wednesday,YONGE BD STATION,PUTWZ,6,BD
2023-07-12T00:00:00Z,13:16:00,Wednesday,ST CLAIR WEST STATION,SUDP,9,YU
2023-07-12T00:00:00Z,15:20:00,Wednesday,SUMMERHILL STATION,SUDP,7,YU
2023-07-12T00:00:00Z,16:21:00,Wednesday,ST GEORGE YUS STATION,MUPAA,6,YU
2023-07-12T00:00:00Z,17:32:00,Wednesday,KEELE STATION,PUSI,3,BD
2023-07-12T00:00:00Z,18:38:00,Wednesday,ST CLAIR WEST STATION,MUATC,3,YU
2023-07-12T00:00:00Z,18:42:00,Wednesday,QUEEN STATION,SUAP,10,YU
2023-07-12T00:00:00Z,19:05:00,Wednesday,BLOOR STATION,SUO,3,YU
2023-07-12T00:00:00Z,21:06:00,Wednesday,DUNDAS WEST STATION,SUO,15,BD
2023-07-12T00:00:00Z,21:07:00,Wednesday,DAVISVILLE STATION,SUDP,23,YU
2023-07-12T00:00:00Z,21:32:00,Wednesday,KENNEDY BD STATION,MUI,8,BD
2023-07-12T00:00:00Z,22:35:00,Wednesday,ST ANDREW STATION,SUUT,8,YU
2023-07-12T00:00:00Z,23:11:00,Wednesday,WOODBINE STATION,SUAP,3,BD
2023-07-12T00:00:00Z,00:23:00,Wednesday,ST CLAIR STATION,SUO,7,YU
2023-07-12T00:00:00Z,01:51:00,Wednesday,ST CLAIR STATION,SUDP,15,YU
2023-07-13T00:00:00Z,07:40:00,Thursday,KENNEDY SRT STATION,ERTC,5,SRT
2023-07-13T00:00:00Z,16:08:00,Thursday,KENNEDY SRT STATION,ERTC,25,SRT
2023-07-13T00:00:00Z,17:29:00,Thursday,MCCOWAN STATION,ERCD,34,SRT
2023-07-13T00:00:00Z,06:05:00,Thursday,GLENCAIRN STATION,PUOPO,3,YU
2023-07-13T00:00:00Z,06:49:00,Thursday,VAUGHAN MC STATION,PUOPO,3,YU
2023-07-13T00:00:00Z,06:50:00,Thursday,KIPLING STATION,MUPAA,4,BD
2023-07-13T00:00:00Z,06:51:00,Thursday,HIGHWAY 407 STATION,PUOPO,3,YU
2023-07-13T00:00:00Z,07:32:00,Thursday,KIPLING STATION,MUSAN,3,BD
2023-07-13T00:00:00Z,07:45:00,Thursday,KIPLING STATION,SUDP,4,BD
2023-07-13T00:00:00Z,08:13:00,Thursday,ROYAL YORK STATION,PUSTC,10,BD
2023-07-13T00:00:00Z,09:00:00,Thursday,BAY STATION,MUPLB,19,BD
2023-07-13T00:00:00Z,09:01:00,Thursday,EGLINTON STATION,MUTO,3,YU
2023-07-13T00:00:00Z,10:34:00,Thursday,MUSEUM STATION,MUPAA,4,YU
2023-07-13T00:00:00Z,10:40:00,Thursday,WARDEN STATION,PUSTC,4,BD
2023-07-13T00:00:00Z,10:56:00,Thursday,MUSEUM STATION,MUI,12,YU
2023-07-13T00:00:00Z,11:30:00,Thursday,SHEPPARD WEST STATION,MUATC,4,YU
2023-07-13T00:00:00Z,14:06:00,Thursday,EGLINTON STATION,SUEAS,10,YU
2023-07-13T00:00:00Z,16:18:00,Thursday,WILSON STATION,TUNIP,4,YU
2023-07-13T00:00:00Z,17:20:00,Thursday,QUEEN STATION,MUPAA,4,YU
2023-07-13T00:00:00Z,17:26:00,Thursday,KIPLING STATION,MUSAN,3,BD
2023-07-13T00:00:00Z,17:37:00,Thursday,SPADINA YUS STATION,SUEAS,13,YU
2023-07-13T00:00:00Z,17:41:00,Thursday,EGLINTON WEST STATION,SUDP,3,YU
2023-07-13T00:00:00Z,17:43:00,Thursday,MAIN STREET STATION,SUPOL,21,BD
2023-07-13T00:00:00Z,17:43:00,Thursday,SPADINA YUS STATION,MUI,15,YU
2023-07-13T00:00:00Z,17:59:00,Thursday,DUPONT STATION,MUO,7,YU
2023-07-13T00:00:00Z,18:15:00,Thursday,DUNDAS STATION,MUATC,4,YU
2023-07-13T00:00:00Z,21:07:00,Thursday,COXWELL STATION,TUNIP,3,BD
2023-07-13T00:00:00Z,22:57:00,Thursday,ST GEORGE BD STATION,SUUT,12,BD
2023-07-14T00:00:00Z,05:55:00,Friday,YONGE BD STATION,TUSUP,5,BD
2023-07-14T00:00:00Z,06:37:00,Friday,KENNEDY BD STATION,MUSAN,3,BD
2023-07-14T00:00:00Z,06:43:00,Friday,ROSEDALE STATION,PUOPO,7,YU
2023-07-14T00:00:00Z,06:50:00,Friday,ROSEDALE STATION,PUOPO,6,YU
2023-07-14T00:00:00Z,07:12:00,Friday,WELLESLEY STATION,SUDP,6,YU
2023-07-14T00:00:00Z,08:58:00,Friday,DUNDAS STATION,MUIR,6,YU
2023-07-14T00:00:00Z,10:59:00,Friday,LANSDOWNE STATION,EUDO,4,BD
2023-07-14T00:00:00Z,11:13:00,Friday,FINCH STATION,SUAP,4,YU
2023-07-14T00:00:00Z,13:31:00,Friday,MUSEUM STATION,SUDP,6,YU
2023-07-14T00:00:00Z,14:06:00,Friday,ROSEDALE STATION,MUPAA,5,YU
2023-07-14T00:00:00Z,15:38:00,Friday,DONLANDS STATION,TUCC,3,BD
2023-07-14T00:00:00Z,15:41:00,Friday,YORKDALE STATION,MUPAA,3,YU
2023-07-14T00:00:00Z,15:55:00,Friday,ROSEDALE STATION,MUD,4,YU
2023-07-14T00:00:00Z,17:11:00,Friday,LAWRENCE STATION,SUAP,3,YU
2023-07-14T00:00:00Z,17:23:00,Friday,LAWRENCE WEST STATION,EUTRD,3,YU
2023-07-14T00:00:00Z,19:11:00,Friday,KEELE STATION,PUSSW,4,BD
2023-07-14T00:00:00Z,21:59:00,Friday,COLLEGE STATION,MUPAA,5,YU
2023-07-14T00:00:00Z,23:00:00,Friday,GREENWOOD STATION,SUDP,4,BD
2023-07-14T00:00:00Z,23:29:00,Friday,SPADINA BD STATION,PUTDN,4,BD
2023-07-14T00:00:00Z,01:27:00,Friday,ST CLAIR STATION,EUBK,11,YU
2023-07-15T00:00:00Z,06:38:00,Saturday,KENNEDY SRT STATION,ERCO,7,SRT
2023-07-15T00:00:00Z,09:06:00,Saturday,MIDLAND STATION,MRTO,7,SRT
2023-07-15T00:00:00Z,06:14:00,Saturday,DUFFERIN STATION,EUO,5,BD
2023-07-15T00:00:00Z,12:14:00,Saturday,MIDLAND STATION,MRTO,7,SRT
2023-07-15T00:00:00Z,18:59:00,Saturday,MCCOWAN STATION,ERLV,7,SRT
2023-07-15T00:00:00Z,10:33:00,Saturday,VAUGHAN MC STATION,MUIR,6,YU
2023-07-15T00:00:00Z,10:48:00,Saturday,WILSON STATION,SUDP,25,YU
2023-07-15T00:00:00Z,16:00:00,Saturday,WELLESLEY STATION,SUUT,13,YU
2023-07-15T00:00:00Z,17:00:00,Saturday,COXWELL STATION,MUI,17,BD
2023-07-15T00:00:00Z,17:17:00,Saturday,SUMMERHILL STATION,SUDP,12,YU
2023-07-15T00:00:00Z,17:57:00,Saturday,ST GEORGE YUS STATION,MUIR,8,YU
2023-07-15T00:00:00Z,19:12:00,Saturday,ST GEORGE YUS STATION,SUDP,3,YU
2023-07-15T00:00:00Z,19:20:00,Saturday,LAWRENCE WEST STATION,MUPAA,4,YU
2023-07-15T00:00:00Z,20:21:00,Saturday,EGLINTON WEST STATION,SUO,5,YU
2023-07-15T00:00:00Z,20:57:00,Saturday,SUMMERHILL STATION,SUDP,4,YU
2023-07-15T00:00:00Z,21:34:00,Saturday,EGLINTON WEST STATION,MUI,11,YU
2023-07-15T00:00:00Z,21:57:00,Saturday,SHERBOURNE STATION,MUIR,6,BD
2023-07-15T00:00:00Z,21:58:00,Saturday,COLLEGE STATION,MUD,5,YU
2023-07-15T00:00:00Z,22:34:00,Saturday,ST CLAIR STATION,MUSAN,6,YU
2023-07-15T00:00:00Z,00:33:00,Saturday,KING STATION,TUO,10,YU
2023-07-15T00:00:00Z,00:58:00,Saturday,HIGHWAY 407 STATION,MUPAA,3,YU
2023-07-15T00:00:00Z,16:55:00,Saturday,DON MILLS STATION,MUIRS,7,SHP
2023-07-16T00:00:00Z,07:16:00,Sunday,KEELE YARD,SUG,5,BD
2023-07-16T00:00:00Z,08:39:00,Sunday,KIPLING STATION,PUSSW,7,BD
2023-07-16T00:00:00Z,12:54:00,Sunday,SPADINA BD STATION,SUDP,5,BD
2023-07-16T00:00:00Z,14:05:00,Sunday,VAUGHAN MC STATION,MUI,6,YU
2023-07-16T00:00:00Z,17:11:00,Sunday,KIPLING STATION,MUPAA,4,BD
2023-07-16T00:00:00Z,19:39:00,Sunday,WARDEN STATION,MUPAA,5,BD
2023-07-16T00:00:00Z,20:52:00,Sunday,OSGOODE STATION,MUPAA,3,YU
2023-07-16T00:00:00Z,21:21:00,Sunday,EGLINTON WEST STATION,MUI,15,YU
2023-07-16T00:00:00Z,22:07:00,Sunday,SUMMERHILL STATION,TUATC,6,YU
2023-07-17T00:00:00Z,06:16:00,Monday,SHEPPARD WEST STATION,PUOPO,3,YU
2023-07-17T00:00:00Z,06:22:00,Monday,GREENWOOD STATION,MUTO,3,BD
2023-07-17T00:00:00Z,06:23:00,Monday,DOWNSVIEW PARK STATION,PUOPO,3,YU
2023-07-17T00:00:00Z,08:15:00,Monday,MUSEUM STATION,PUOPO,9,YU
2023-07-17T00:00:00Z,11:14:00,Monday,ST CLAIR WEST STATION,SUDP,3,YU
2023-07-17T00:00:00Z,11:20:00,Monday,LAWRENCE STATION,SUDP,5,YU
2023-07-17T00:00:00Z,12:28:00,Monday,NORTH YORK CTR STATION,PUOPO,8,YU
2023-07-17T00:00:00Z,12:45:00,Monday,QUEEN STATION,SUUT,11,YU
2023-07-17T00:00:00Z,12:59:00,Monday,COXWELL STATION,SUDP,4,BD
2023-07-17T00:00:00Z,13:20:00,Monday,KEELE STATION,PUTSM,67,BD
2023-07-17T00:00:00Z,17:51:00,Monday,SHEPPARD STATION,SUDP,6,YU
2023-07-17T00:00:00Z,18:05:00,Monday,KIPLING STATION,SUDP,3,BD
2023-07-17T00:00:00Z,18:40:00,Monday,JANE STATION,SUUT,21,BD
2023-07-17T00:00:00Z,19:06:00,Monday,HIGH PARK STATION,MUO,14,BD
2023-07-17T00:00:00Z,19:13:00,Monday,SHEPPARD WEST STATION,MUPAA,4,YU
2023-07-17T00:00:00Z,20:12:00,Monday,ST PATRICK STATION,SUDP,13,YU
2023-07-17T00:00:00Z,22:34:00,Monday,BROADVIEW STATION,MUIR,12,BD
2023-07-17T00:00:00Z,22:40:00,Monday,EGLINTON STATION TO ST,MUATC,83,YU
2023-07-18T00:00:00Z,05:59:00,Tuesday,KENNEDY SRT STATION,ERTC,5,SRT
2023-07-18T00:00:00Z,06:03:00,Tuesday,MIDLAND STATION,ERDB,13,SRT
2023-07-18T00:00:00Z,08:55:00,Tuesday,KENNEDY SRT STATION,ERCD,5,SRT
2023-07-18T00:00:00Z,09:50:00,Tuesday,MCCOWAN STATION,PRSL,3,SRT
2023-07-18T00:00:00Z,14:20:00,Tuesday,MCCOWAN STATION,TRNIP,5,SRT
2023-07-18T00:00:00Z,16:02:00,Tuesday,MCCOWAN STATION,ERTC,16,SRT
2023-07-18T00:00:00Z,16:31:00,Tuesday,LAWRENCE EAST STATION,SRDP,5,SRT
2023-07-18T00:00:00Z,09:16:00,Tuesday,KENNEDY STATION,MUTO,4,BD
2023-07-18T00:00:00Z,12:39:00,Tuesday,NORTH YORK CTR STATION,PUOPO,19,YU
2023-07-18T00:00:00Z,12:54:00,Tuesday,SUMMERHILL STATION,MUPAA,3,YU
2023-07-18T00:00:00Z,13:00:00,Tuesday,DUNDAS STATION,PUSCR,7,YU
2023-07-18T00:00:00Z,13:26:00,Tuesday,NORTH YORK CTR STATION,PUOPO,5,YU
2023-07-18T00:00:00Z,14:39:00,Tuesday,OSSINGTON STATION,SUEAS,13,BD
2023-07-18T00:00:00Z,16:29:00,Tuesday,KEELE STATION,MUIR,5,BD
2023-07-18T00:00:00Z,17:12:00,Tuesday,CHESTER STATION,EUNT,14,BD
2023-07-18T00:00:00Z,17:22:00,Tuesday,BLOOR STATION,MUIR,6,YU
2023-07-18T00:00:00Z,17:38:00,Tuesday,MAIN STREET STATION,MUPAA,3,BD
2023-07-18T00:00:00Z,17:51:00,Tuesday,ISLINGTON STATION,MUDD,4,BD
2023-07-18T00:00:00Z,19:01:00,Tuesday,COXWELL STATION,SUPOL,21,BD
2023-07-18T00:00:00Z,19:03:00,Tuesday,DOWNSVIEW PARK STATION,MUATC,7,YU
2023-07-18T00:00:00Z,20:00:00,Tuesday,OLD MILL STATION,PUSCR,5,BD
2023-07-18T00:00:00Z,20:56:00,Tuesday,COLLEGE STATION,MUPAA,3,YU
2023-07-18T00:00:00Z,21:09:00,Tuesday,DUFFERIN STATION,SUAP,22,BD
2023-07-18T00:00:00Z,21:51:00,Tuesday,LAWRENCE STATION,SUUT,14,YU
2023-07-18T00:00:00Z,23:01:00,Tuesday,ST CLAIR STATION,MUATC,7,YU
2023-07-18T00:00:00Z,23:11:00,Tuesday,RUNNYMEDE STATION,MUPAA,4,BD
2023-07-18T00:00:00Z,23:57:00,Tuesday,LANSDOWNE STATION,TUSC,4,BD
2023-07-19T00:00:00Z,08:06:00,Wednesday,KENNEDY SRT STATION,ERTC,3,SRT
2023-07-19T00:00:00Z,07:20:00,Wednesday,GREENWOOD STATION,EUME,3,BD
2023-07-19T00:00:00Z,09:03:00,Wednesday,VICTORIA PARK STATION,TUMVS,6,BD
2023-07-19T00:00:00Z,09:05:00,Wednesday,WARDEN STATION,TUMVS,3,BD
2023-07-19T00:00:00Z,09:13:00,Wednesday,VICTORIA PARK STATION,TUO,4,BD
2023-07-19T00:00:00Z,09:46:00,Wednesday,QUEEN STATION,PUOPO,5,YU
2023-07-19T00:00:00Z,12:08:00,Wednesday,DAVISVILLE STATION,MUIR,4,YU
2023-07-19T00:00:00Z,12:42:00,Wednesday,GREENWOOD STATION,SUDP,7,BD
2023-07-19T00:00:00Z,14:22:00,Wednesday,COLLEGE STATION,SUDP,3,YU
2023-07-19T00:00:00Z,15:49:00,Wednesday,KENNEDY STATION,TUO,3,BD
2023-07-19T00:00:00Z,16:27:00,Wednesday,QUEEN STATION,SUAP,6,YU
2023-07-19T00:00:00Z,20:53:00,Wednesday,WILSON STATION,SUO,3,YU
2023-07-19T00:00:00Z,22:52:00,Wednesday,SHEPPARD WEST STATION,MUPAA,3,YU
2023-07-19T00:00:00Z,23:46:00,Wednesday,BLOOR STATION,PUTDN,3,YU
2023-07-19T00:00:00Z,23:50:00,Wednesday,VAUGHAN MC STATION,MUIR,7,YU
2023-07-19T00:00:00Z,01:16:00,Wednesday,ST GEORGE YUS STATION,SUEAS,13,YU
2023-07-20T00:00:00Z,07:01:00,Thursday,MCCOWAN STATION,MRTO,5,SRT
2023-07-20T00:00:00Z,05:47:00,Thursday,DONLANDS STATION,EUOE,5,BD
2023-07-20T00:00:00Z,05:51:00,Thursday,KEELE STATION,EUOE,5,BD
2023-07-20T00:00:00Z,07:12:00,Thursday,KIPLING STATION,MUSAN,4,BD
2023-07-20T00:00:00Z,07:49:00,Thursday,VAUGHAN MC STATION,MUATC,8,YU
2023-07-20T00:00:00Z,07:49:00,Thursday,LANSDOWNE STATION,MUPLB,6,BD
2023-07-20T00:00:00Z,08:27:00,Thursday,LANSDOWNE STATION,PUSTC,6,BD
2023-07-20T00:00:00Z,08:44:00,Thursday,ST ANDREW STATION,SUDP,7,YU
2023-07-20T00:00:00Z,11:00:00,Thursday,EGLINTON STATION,TUATC,3,YU
2023-07-20T00:00:00Z,13:13:00,Thursday,BATHURST STATION,SUDP,3,BD
2023-07-20T00:00:00Z,13:16:00,Thursday,SHEPPARD STATION,MUSAN,3,YU
2023-07-20T00:00:00Z,13:37:00,Thursday,WELLESLEY STATION,MUPAA,5,YU
2023-07-20T00:00:00Z,13:55:00,Thursday,KIPLING STATION,SUEAS,31,BD
2023-07-20T00:00:00Z,13:56:00,Thursday,COXWELL STATION,SUDP,9,BD
2023-07-20T00:00:00Z,14:00:00,Thursday,UNION STATION,EUAC,3,YU
2023-07-20T00:00:00Z,14:52:00,Thursday,CHESTER STATION,MUPAA,5,BD
2023-07-20T00:00:00Z,15:50:00,Thursday,DONLANDS STATION,EUSC,32,BD
2023-07-20T00:00:00Z,15:59:00,Thursday,WILSON STATION,TUNIP,3,YU
2023-07-20T00:00:00Z,16:07:00,Thursday,BROADVIEW STATION,MUPAA,3,BD
2023-07-20T00:00:00Z,16:11:00,Thursday,KING STATION,MUI,9,YU
2023-07-20T00:00:00Z,16:17:00,Thursday,SHEPPARD WEST STATION,MUIR,7,YU
2023-07-20T00:00:00Z,16:51:00,Thursday,WILSON STATION,TUNIP,3,YU
