Date,Time,Day,Station,Code,Min_Delay,Line
2023-01-01T00:00:00Z,02:22:00,Sunday,MUSEUM STATION,MUPAA,3,YU
2023-01-01T00:00:00Z,08:02:00,Sunday,VAUGHAN MC STATION,TUNOA,6,YU
2023-01-01T00:00:00Z,08:11:00,Sunday,GREENWOOD STATION,MUNOA,5,BD
2023-01-01T00:00:00Z,08:15:00,Sunday,KEELE STATION,TUNOA,5,BD
2023-01-01T00:00:00Z,08:16:00,Sunday,GREENWOOD STATION,TUNOA,5,BD
2023-01-01T00:00:00Z,08:19:00,Sunday,DONLANDS STATION,TUNOA,4,BD
2023-01-01T00:00:00Z,08:21:00,Sunday,GREENWOOD STATION,TUNOA,5,BD
2023-01-01T00:00:00Z,08:24:00,Sunday,EGLINTON STATION,SUG,6,YU
2023-01-01T00:00:00Z,08:31:00,Sunday,GREENWOOD STATION,TUNOA,4,BD
2023-01-01T00:00:00Z,08:38:00,Sunday,EGLINTON STATION,TUNOA,6,YU
2023-01-01T00:00:00Z,08:44:00,Sunday,SHEPPARD WEST STATION,TUNOA,6,YU
2023-01-01T00:00:00Z,10:54:00,Sunday,EGLINTON STATION,PUSRA,4,YU
2023-01-01T00:00:00Z,11:54:00,Sunday,DONLANDS STATION,TUNIP,3,BD
2023-01-01T00:00:00Z,14:39:00,Sunday,DAVISVILLE STATION,SUDP,4,YU
2023-01-01T00:00:00Z,15:55:00,Sunday,PIONEER VILLAGE STATIO,MUSAN,5,YU
2023-01-01T00:00:00Z,16:13:00,Sunday,SHEPPARD WEST STATION,SUDP,6,YU
2023-01-01T00:00:00Z,17:27:00,Sunday,GREENWOOD STATION,SUDP,9,BD
2023-01-01T00:00:00Z,18:59:00,Sunday,ST GEORGE YUS STATION,MUPAA,5,YU
2023-01-01T00:00:00Z,19:30:00,Sunday,BATHURST STATION,SUSP,5,BD
2023-01-01T00:00:00Z,20:37:00,Sunday,YONGE BD STATION,SUDP,3,BD
2023-01-01T00:00:00Z,21:57:00,Sunday,KENNEDY BD STATION,EUVA,6,BD
2023-01-01T00:00:00Z,22:19:00,Sunday,UNION STATION,SUDP,14,YU
2023-01-01T00:00:00Z,23:19:00,Sunday,KIPLING STATION,MUIR,6,BD
2023-01-02T00:00:00Z,22:43:00,Monday,MCCOWAN STATION,ERPR,10,SRT
2023-01-02T00:00:00Z,02:30:00,Monday,HIGHWAY 407 STATION,SUDP,12,YU
2023-01-02T00:00:00Z,09:26:00,Monday,ISLINGTON STATION,MUPAA,3,BD
2023-01-02T00:00:00Z,09:49:00,Monday,WILSON STATION,TUNIP,5,YU
2023-01-02T00:00:00Z,10:18:00,Monday,EGLINTON STATION,SUDP,3,YU
2023-01-02T00:00:00Z,12:02:00,Monday,EGLINTON WEST STATION,SUO,5,YU
2023-01-02T00:00:00Z,13:16:00,Monday,MUSEUM STATION,SUDP,13,YU
2023-01-02T00:00:00Z,14:36:00,Monday,KIPLING STATION,MUTO,6,BD
2023-01-02T00:00:00Z,15:43:00,Monday,BLOOR STATION,MUPAA,3,YU
2023-01-02T00:00:00Z,16:31:00,Monday,WARDEN STATION,PUSNT,5,BD
2023-01-02T00:00:00Z,17:18:00,Monday,FINCH STATION,MUSAN,4,YU
2023-01-02T00:00:00Z,17:54:00,Monday,CHRISTIE STATION,MUIRS,6,BD
2023-01-02T00:00:00Z,19:35:00,Monday,COLLEGE STATION,MUPAA,3,YU
2023-01-02T00:00:00Z,19:54:00,Monday,KENNEDY BD STATION,TUMVS,5,BD
2023-01-02T00:00:00Z,20:42:00,Monday,SPADINA BD STATION,SUUT,6,BD
2023-01-02T00:00:00Z,21:01:00,Monday,QUEEN STATION,MUSAN,6,YU
2023-01-02T00:00:00Z,21:26:00,Monday,SUMMERHILL STATION,SUDP,4,YU
2023-01-02T00:00:00Z,21:40:00,Monday,ROYAL YORK STATION,PUSTS,3,BD
2023-01-02T00:00:00Z,23:45:00,Monday,BLOOR STATION,SUAP,14,YU
2023-01-02T00:00:00Z,00:57:00,Monday,DUFFERIN STATION,SUUT,14,BD
2023-01-02T00:00:00Z,00:37:00,Monday,SHEPPARD-YONGE STATION,MUPLB,76,SHP
2023-01-03T00:00:00Z,15:32:00,Tuesday,LAWRENCE EAST STATION,TRTC,5,SRT
2023-01-03T00:00:00Z,06:17:00,Tuesday,KENNEDY BD STATION,EUDO,5,BD
2023-01-03T00:00:00Z,06:17:00,Tuesday,DOWNSVIEW PARK STATION,MUATC,12,YU
2023-01-03T00:00:00Z,06:42:00,Tuesday,NORTH YORK CTR STATION,PUOPO,3,YU
2023-01-03T00:00:00Z,06:48:00,Tuesday,SHEPPARD STATION,PUOPO,5,YU
2023-01-03T00:00:00Z,06:48:00,Tuesday,NORTH YORK CTR STATION,PUOPO,5,YU
2023-01-03T00:00:00Z,09:42:00,Tuesday,DUNDAS STATION,EUNT,6,YU
2023-01-03T00:00:00Z,12:43:00,Tuesday,EGLINTON STATION,SUDP,5,YU
2023-01-03T00:00:00Z,15:16:00,Tuesday,VAUGHAN MC STATION,MUI,3,YU
2023-01-03T00:00:00Z,15:50:00,Tuesday,EGLINTON STATION,EUDO,3,YU
2023-01-03T00:00:00Z,17:23:00,Tuesday,NORTH YORK CTR STATION,PUOPO,5,YU
2023-01-03T00:00:00Z,17:30:00,Tuesday,COXWELL STATION,EUME,5,BD
2023-01-03T00:00:00Z,17:30:00,Tuesday,SHEPPARD STATION,PUOPO,3,YU
2023-01-03T00:00:00Z,17:54:00,Tuesday,EGLINTON STATION,MUIR,3,YU
2023-01-03T00:00:00Z,17:56:00,Tuesday,RUNNYMEDE STATION,MUIR,5,BD
2023-01-03T00:00:00Z,18:10:00,Tuesday,CASTLE FRANK STATION,SUDP,3,BD
2023-01-03T00:00:00Z,18:54:00,Tuesday,DUNDAS WEST STATION,MUI,15,BD
2023-01-03T00:00:00Z,18:57:00,Tuesday,SHEPPARD STATION,MUATC,6,YU
2023-01-03T00:00:00Z,19:14:00,Tuesday,UNION STATION TO ST AN,MUIR,15,YU
2023-01-03T00:00:00Z,19:41:00,Tuesday,HIGHWAY 407 STATION,MUATC,5,YU
2023-01-03T00:00:00Z,20:28:00,Tuesday,EGLINTON STATION,TUO,4,YU
2023-01-03T00:00:00Z,22:28:00,Tuesday,YONGE BD STATION,SUAP,3,BD
2023-01-03T00:00:00Z,23:24:00,Tuesday,OSGOODE STATION,PUOPO,5,YU
2023-01-04T00:00:00Z,09:11:00,Wednesday,KENNEDY SRT STATION,ERTC,7,SRT
2023-01-04T00:00:00Z,10:17:00,Wednesday,KENNEDY SRT STATION,MRTO,8,SRT
2023-01-04T00:00:00Z,19:11:00,Wednesday,SCARBOROUGH CTR STATIO,MRD,6,SRT
2023-01-04T00:00:00Z,06:43:00,Wednesday,GREENWOOD STATION,EUNT,3,BD
2023-01-04T00:00:00Z,07:07:00,Wednesday,ISLINGTON STATION,MUDD,6,BD
2023-01-04T00:00:00Z,07:32:00,Wednesday,DUFFERIN STATION,SUDP,3,BD
2023-01-04T00:00:00Z,07:39:00,Wednesday,CHESTER STATION,MUTO,8,BD
2023-01-04T00:00:00Z,09:20:00,Wednesday,YONGE BD STATION,MUO,4,BD
2023-01-04T00:00:00Z,10:29:00,Wednesday,OSGOODE STATION,SUDP,4,YU
2023-01-04T00:00:00Z,12:22:00,Wednesday,PAPE STATION,MUIR,6,YU
2023-01-04T00:00:00Z,13:26:00,Wednesday,SHEPPARD STATION,SUDP,4,YU
2023-01-04T00:00:00Z,13:31:00,Wednesday,PAPE STATION,SUDP,14,BD
2023-01-04T00:00:00Z,13:38:00,Wednesday,YORK MILLS STATION,SUDP,18,YU
2023-01-04T00:00:00Z,15:04:00,Wednesday,COLLEGE STATION,MUPAA,3,YU
2023-01-04T00:00:00Z,15:08:00,Wednesday,QUEEN STATION,SUUT,7,YU
2023-01-04T00:00:00Z,15:35:00,Wednesday,CHRISTIE STATION,SUDP,5,BD
2023-01-04T00:00:00Z,16:44:00,Wednesday,WOODBINE STATION,EUDO,5,BD
2023-01-04T00:00:00Z,16:46:00,Wednesday,KIPLING STATION,MUDD,3,BD
2023-01-04T00:00:00Z,17:16:00,Wednesday,BROADVIEW STATION,EUDO,3,BD
2023-01-04T00:00:00Z,17:36:00,Wednesday,LAWRENCE WEST STATION,MUATC,17,YU
2023-01-04T00:00:00Z,17:45:00,Wednesday,SPADINA BD STATION,SUDP,5,BD
2023-01-04T00:00:00Z,17:46:00,Wednesday,EGLINTON STATION,MUI,10,YU
2023-01-04T00:00:00Z,18:46:00,Wednesday,SPADINA BD STATION,SUUT,27,BD
2023-01-04T00:00:00Z,18:52:00,Wednesday,SPADINA YUS STATION,SUUT,24,BD
2023-01-04T00:00:00Z,20:24:00,Wednesday,BLOOR STATION,MUPAA,4,YU
2023-01-04T00:00:00Z,20:48:00,Wednesday,MUSEUM STATION,SUEAS,9,YU
2023-01-04T00:00:00Z,21:26:00,Wednesday,KENNEDY BD STATION,EUO,4,BD
2023-01-04T00:00:00Z,21:32:00,Wednesday,WARDEN STATION,SUDP,3,BD
2023-01-04T00:00:00Z,21:52:00,Wednesday,ST CLAIR STATION,EUOE,5,YU
2023-01-04T00:00:00Z,21:55:00,Wednesday,QUEEN STATION,SUUT,6,YU
2023-01-04T00:00:00Z,00:07:00,Wednesday,LANSDOWNE STATION,SUDP,8,BD
2023-01-04T00:00:00Z,00:40:00,Wednesday,MUSEUM STATION,MUPAA,6,YU
2023-01-04T00:00:00Z,12:40:00,Wednesday,BAYVIEW STATION,MUSAN,5,SHP
2023-01-05T00:00:00Z,09:59:00,Thursday,KENNEDY SRT STATION,ERCD,10,SRT
2023-01-05T00:00:00Z,16:44:00,Thursday,MIDLAND STATION,ERTC,15,SRT
2023-01-05T00:00:00Z,04:47:00,Thursday,DONLANDS STATION,PUTWZ,3,BD
2023-01-05T00:00:00Z,20:13:00,Thursday,LAWRENCE EAST STATION,ERDO,5,SRT
2023-01-05T00:00:00Z,05:02:00,Thursday,LAWRENCE STATION,PUSAC,4,YU
2023-01-05T00:00:00Z,06:24:00,Thursday,ROYAL YORK STATION,PUSTS,6,BD
2023-01-05T00:00:00Z,07:50:00,Thursday,ST PATRICK STATION,MUO,3,YU
2023-01-05T00:00:00Z,10:49:00,Thursday,ISLINGTON STATION,PUSTC,6,BD
2023-01-05T00:00:00Z,11:33:00,Thursday,DUPONT STATION,SUDP,4,YU
2023-01-05T00:00:00Z,12:26:00,Thursday,YORKDALE STATION,PUOPO,6,YU
2023-01-05T00:00:00Z,12:36:00,Thursday,WILSON STATION,PUOPO,3,YU
2023-01-05T00:00:00Z,13:02:00,Thursday,COXWELL STATION,TUNIP,3,BD
2023-01-05T00:00:00Z,13:13:00,Thursday,ISLINGTON STATION,SUDP,3,BD
2023-01-05T00:00:00Z,14:02:00,Thursday,MUSEUM STATION,MUPAA,3,YU
2023-01-05T00:00:00Z,15:03:00,Thursday,MAIN STREET STATION,EUNT,3,BD
2023-01-05T00:00:00Z,16:10:00,Thursday,CHRISTIE STATION,SUDP,4,BD
2023-01-05T00:00:00Z,19:20:00,Thursday,KENNEDY BD STATION,SUDP,4,BD
2023-01-05T00:00:00Z,19:45:00,Thursday,LAWRENCE STATION,SUDP,6,YU
2023-01-05T00:00:00Z,20:12:00,Thursday,EGLINTON STATION,MUATC,5,YU
2023-01-05T00:00:00Z,20:16:00,Thursday,LAWRENCE STATION,SUDP,6,YU
2023-01-05T00:00:00Z,23:09:00,Thursday,KENNEDY BD STATION,MUI,4,BD
2023-01-05T00:00:00Z,23:14:00,Thursday,UNION STATION,SUDP,7,YU
2023-01-05T00:00:00Z,01:21:00,Thursday,ROYAL YORK STATION,PUTSC,5,BD
2023-01-05T00:00:00Z,01:38:00,Thursday,KIPLING STATION,PUSTC,6,BD
2023-01-06T00:00:00Z,10:49:00,Friday,MIDLAND STATION,ERDO,3,SRT
2023-01-06T00:00:00Z,11:05:00,Friday,LAWRENCE EAST STATION,MRTO,11,SRT
2023-01-06T00:00:00Z,14:42:00,Friday,MCCOWAN STATION,TRO,5,SRT
2023-01-06T00:00:00Z,06:39:00,Friday,EGLINTON WEST STATION,MUIR,6,YU
2023-01-06T00:00:00Z,16:15:00,Friday,MIDLAND STATION,ERDO,3,SRT
2023-01-06T00:00:00Z,07:10:00,Friday,FINCH STATION,EUBK,3,YU
2023-01-06T00:00:00Z,09:19:00,Friday,LAWRENCE STATION,EUDO,7,YU
2023-01-06T00:00:00Z,10:06:00,Friday,WARDEN STATION,SUUT,13,BD
2023-01-06T00:00:00Z,10:24:00,Friday,SHEPPARD STATION,MUPAA,3,YU
2023-01-06T00:00:00Z,10:43:00,Friday,DUFFERIN STATION,SUDP,8,BD
2023-01-06T00:00:00Z,11:24:00,Friday,KENNEDY BD STATION,SUO,3,BD
2023-01-06T00:00:00Z,11:51:00,Friday,UNION TO KING,SUUT,13,YU
2023-01-06T00:00:00Z,14:15:00,Friday,KIPLING STATION,MUIR,3,BD
2023-01-06T00:00:00Z,15:45:00,Friday,GLENCAIRN STATION,PUOPO,6,YU
2023-01-06T00:00:00Z,15:53:00,Friday,EGLINTON WEST STATION,PUOPO,3,YU
2023-01-06T00:00:00Z,16:58:00,Friday,DOWNSVIEW PARK STATION,SUAP,16,YU
2023-01-06T00:00:00Z,17:16:00,Friday,EGLINTON STATION,PUOPO,3,YU
2023-01-06T00:00:00Z,17:45:00,Friday,OSSINGTON STATION,MUDD,14,BD
2023-01-06T00:00:00Z,18:07:00,Friday,PIONEER VILLAGE STATIO,SUAP,38,YU
2023-01-06T00:00:00Z,18:18:00,Friday,SHEPPARD WEST STATION,MUIR,8,YU
2023-01-06T00:00:00Z,18:57:00,Friday,ST GEORGE YUS STATION,MUPAA,4,YU
2023-01-06T00:00:00Z,19:52:00,Friday,SHEPPARD WEST STATION,SUUT,4,YU
2023-01-06T00:00:00Z,19:57:00,Friday,OSGOODE STATION,MUATC,9,YU
2023-01-06T00:00:00Z,22:28:00,Friday,KEELE STATION,SUO,7,BD
2023-01-07T00:00:00Z,06:02:00,Saturday,QUEEN STATION,SUDP,19,YU
2023-01-07T00:00:00Z,09:08:00,Saturday,KENNEDY BD STATION,MUI,5,BD
2023-01-07T00:00:00Z,09:33:00,Saturday,FINCH STATION,MUPAA,6,YU
2023-01-07T00:00:00Z,09:35:00,Saturday,FINCH STATION,MUIR,6,YU
2023-01-07T00:00:00Z,15:58:00,Saturday,SHEPPARD WEST STATION,MUATC,4,YU
2023-01-07T00:00:00Z,16:39:00,Saturday,SPADINA BD STATION,SUUT,12,BD
2023-01-07T00:00:00Z,17:06:00,Saturday,COLLEGE STATION,PUOPO,5,YU
2023-01-07T00:00:00Z,17:09:00,Saturday,COLLEGE STATION,PUOPO,4,YU
2023-01-07T00:00:00Z,17:42:00,Saturday,BLOOR STATION,MUI,19,YU
2023-01-07T00:00:00Z,19:31:00,Saturday,COLLEGE STATION,SUO,19,YU
2023-01-07T00:00:00Z,19:56:00,Saturday,VAUGHAN MC STATION,TUO,6,YU
2023-01-07T00:00:00Z,20:12:00,Saturday,ST PATRICK STATION,SUO,22,YU
2023-01-07T00:00:00Z,20:45:00,Saturday,UNION STATION,MUIR,6,YU
2023-01-07T00:00:00Z,20:00:00,Saturday,DON MILLS STATION,MUSC,5,SHP
2023-01-08T00:00:00Z,08:05:00,Sunday,KEELE YARD,SUG,5,BD
2023-01-08T00:00:00Z,08:18:00,Sunday,JANE STATION,SUO,9,BD
2023-01-08T00:00:00Z,08:44:00,Sunday,FINCH STATION,MUATC,6,YU
2023-01-08T00:00:00Z,10:11:00,Sunday,KIPLING STATION,SUUT,11,BD
2023-01-08T00:00:00Z,10:23:00,Sunday,EGLINTON STATION,EUNT,4,YU
2023-01-08T00:00:00Z,10:29:00,Sunday,SPADINA YUS STATION,SUDP,5,YU
2023-01-08T00:00:00Z,11:35:00,Sunday,PIONEER VILLAGE STATIO,MUI,5,YU
2023-01-08T00:00:00Z,12:59:00,Sunday,DUNDAS STATION,EUVA,4,YU
2023-01-08T00:00:00Z,13:13:00,Sunday,ST CLAIR STATION,MUIR,13,YU
2023-01-08T00:00:00Z,13:25:00,Sunday,WILSON STATION,MUI,8,YU
2023-01-08T00:00:00Z,14:03:00,Sunday,KIPLING STATION,EUBO,4,BD
2023-01-08T00:00:00Z,16:29:00,Sunday,BATHURST STATION,SUO,17,BD
2023-01-08T00:00:00Z,17:29:00,Sunday,SHEPPARD WEST STATION,PUOPO,4,YU
2023-01-08T00:00:00Z,17:40:00,Sunday,SHERBOURNE STATION,MUI,19,BD
2023-01-08T00:00:00Z,18:31:00,Sunday,CHRISTIE STATION,TUMVS,10,BD
2023-01-08T00:00:00Z,21:15:00,Sunday,ST PATRICK STATION,MUIR,11,YU
2023-01-08T00:00:00Z,22:55:00,Sunday,COXWELL STATION,MUPAA,3,BD
2023-01-08T00:00:00Z,01:50:00,Sunday,QUEEN'S PARK STATION,SUDP,5,YU
2023-01-08T00:00:00Z,02:35:00,Sunday,SHEPPARD-YONGE STATION,TUMVS,5,SHP
2023-01-09T00:00:00Z,05:53:00,Monday,FINCH STATION,EUDO,4,YU
2023-01-09T00:00:00Z,06:03:00,Monday,EGLINTON STATION,PUOPO,3,YU
2023-01-09T00:00:00Z,06:07:00,Monday,LAWRENCE STATION,PUOPO,5,YU
2023-01-09T00:00:00Z,07:00:00,Monday,WILSON STATION,MUATC,3,YU
2023-01-09T00:00:00Z,07:21:00,Monday,LAWRENCE STATION,MUIE,7,YU
2023-01-09T00:00:00Z,07:48:00,Monday,COXWELL STATION,SUO,3,BD
2023-01-09T00:00:00Z,07:52:00,Monday,SHEPPARD WEST STATION,SUUT,28,YU
2023-01-09T00:00:00Z,08:28:00,Monday,DOWNSVIEW PARK STATION,MUPAA,5,YU
2023-01-09T00:00:00Z,08:54:00,Monday,YORK MILLS STATION,PUOPO,5,YU
2023-01-09T00:00:00Z,09:27:00,Monday,YONGE BD STATION,MUIR,4,BD
2023-01-09T00:00:00Z,10:54:00,Monday,WILSON STATION,MUATC,10,YU
2023-01-09T00:00:00Z,11:27:00,Monday,BATHURST STATION,TUO,4,BD
2023-01-09T00:00:00Z,12:14:00,Monday,OSSINGTON STATION,MUDD,3,BD
2023-01-09T00:00:00Z,12:17:00,Monday,ST GEORGE BD STATION,MUPAA,4,BD
2023-01-09T00:00:00Z,12:27:00,Monday,VAUGHAN MC STATION,SUO,15,YU
2023-01-09T00:00:00Z,13:01:00,Monday,VAUGHAN MC STATION,MUIR,3,YU
2023-01-09T00:00:00Z,14:58:00,Monday,JANE STATION,MUTO,4,BD
2023-01-09T00:00:00Z,15:48:00,Monday,DAVISVILLE STATION,EUOE,4,YU
2023-01-09T00:00:00Z,16:43:00,Monday,KIPLING STATION,MUSAN,3,BD
2023-01-09T00:00:00Z,17:08:00,Monday,UNION STATION,SUUT,12,YU
2023-01-09T00:00:00Z,17:15:00,Monday,ST PATRICK STATION,SUAP,20,YU
2023-01-09T00:00:00Z,17:52:00,Monday,KENNEDY BD STATION,MUTO,3,BD
2023-01-09T00:00:00Z,18:34:00,Monday,SPADINA BD STATION,MUI,7,BD
2023-01-09T00:00:00Z,18:49:00,Monday,KENNEDY BD STATION,MUTO,4,BD
2023-01-09T00:00:00Z,19:06:00,Monday,HIGHWAY 407 STATION,MUATC,4,YU
2023-01-09T00:00:00Z,19:19:00,Monday,HIGHWAY 407 STATION,MUATC,5,YU
2023-01-09T00:00:00Z,21:07:00,Monday,DUNDAS STATION,SUUT,4,YU
2023-01-09T00:00:00Z,22:33:00,Monday,SHEPPARD WEST STATION,TUCC,10,YU
2023-01-09T00:00:00Z,23:05:00,Monday,QUEEN STATION,SUUT,12,YU
2023-01-09T00:00:00Z,23:52:00,Monday,SPADINA BD STATION,SUO,13,BD
2023-01-09T00:00:00Z,23:53:00,Monday,SPADINA YUS STATION,SUDP,13,YU
2023-01-09T00:00:00Z,23:57:00,Monday,ST CLAIR STATION,MUO,4,YU
2023-01-09T00:00:00Z,00:01:00,Monday,SUMMERHILL STATION,SUDP,6,YU
2023-01-09T00:00:00Z,00:53:00,Monday,ROYAL YORK STATION,MUO,5,BD
2023-01-09T00:00:00Z,15:13:00,Monday,DON MILLS STATION,PUSTS,3,SHP
2023-01-09T00:00:00Z,23:02:00,Monday,DON MILLS STATION,PUSTS,3,SHP
2023-01-10T00:00:00Z,06:25:00,Tuesday,VICTORIA PARK STATION,MUDD,5,BD
2023-01-10T00:00:00Z,10:52:00,Tuesday,HIGH PARK STATION,MUPR1,3,BD
2023-01-10T00:00:00Z,12:03:00,Tuesday,WELLESLEY STATION,MUIR,12,YU
2023-01-10T00:00:00Z,13:35:00,Tuesday,SHEPPARD STATION,SUDP,6,YU
2023-01-10T00:00:00Z,14:26:00,Tuesday,ST CLAIR WEST STATION,MUIR,6,YU
2023-01-10T00:00:00Z,14:41:00,Tuesday,FINCH WEST STATION,PUSAC,4,YU
2023-01-10T00:00:00Z,14:52:00,Tuesday,QUEEN'S PARK STATION,SUDP,3,YU
2023-01-10T00:00:00Z,15:35:00,Tuesday,SHEPPARD WEST STATION,MUI,19,YU
2023-01-10T00:00:00Z,16:03:00,Tuesday,FINCH STATION,MUATC,3,YU
2023-01-10T00:00:00Z,16:24:00,Tuesday,HIGHWAY 407 STATION,PUSRA,4,YU
2023-01-10T00:00:00Z,17:23:00,Tuesday,BLOOR STATION,MUPAA,4,YU
2023-01-10T00:00:00Z,17:38:00,Tuesday,ROSEDALE STATION,TUO,11,YU
2023-01-10T00:00:00Z,18:35:00,Tuesday,BROADVIEW STATION,TUMVS,4,BD
2023-01-10T00:00:00Z,18:49:00,Tuesday,WOODBINE STATION,SUDP,20,BD
2023-01-10T00:00:00Z,19:52:00,Tuesday,ST GEORGE BD STATION,SUDP,5,BD
2023-01-10T00:00:00Z,20:37:00,Tuesday,VICTORIA PARK STATION,SUDP,6,BD
2023-01-10T00:00:00Z,20:51:00,Tuesday,LAWRENCE STATION,MUI,6,YU
2023-01-10T00:00:00Z,23:13:00,Tuesday,PIONEER VILLAGE STATIO,MUPAA,3,YU
2023-01-10T00:00:00Z,00:24:00,Tuesday,KEELE STATION,EUDO,4,BD
2023-01-10T00:00:00Z,21:53:00,Tuesday,BESSARION STATION,MUPAA,4,SHP
2023-01-10T00:00:00Z,22:47:00,Tuesday,DON MILLS STATION,PUSTS,5,SHP
2023-01-11T00:00:00Z,19:45:00,Wednesday,LAWRENCE EAST STATION,ERTC,15,SRT
2023-01-11T00:00:00Z,06:25:00,Wednesday,SHEPPARD WEST STATION,EUBO,5,YU
2023-01-11T00:00:00Z,06:58:00,Wednesday,HIGHWAY 407 STATION,MUPAA,3,YU
2023-01-11T00:00:00Z,09:25:00,Wednesday,BLOOR STATION,SUDP,4,YU
2023-01-11T00:00:00Z,11:24:00,Wednesday,DUNDAS STATION,PUTDN,5,YU
2023-01-11T00:00:00Z,11:39:00,Wednesday,OSGOODE STATION,TUATC,3,YU
2023-01-11T00:00:00Z,12:06:00,Wednesday,SHEPPARD STATION,SUUT,21,YU
2023-01-11T00:00:00Z,12:12:00,Wednesday,HIGHWAY 407 STATION,MUPAA,7,YU
2023-01-11T00:00:00Z,14:28:00,Wednesday,ISLINGTON STATION,SUUT,16,BD
2023-01-11T00:00:00Z,15:17:00,Wednesday,DUPONT STATION,TUOS,9,YU
2023-01-11T00:00:00Z,16:11:00,Wednesday,DOWNSVIEW PARK STATION,MUATC,5,YU
2023-01-11T00:00:00Z,16:19:00,Wednesday,BATHURST STATION,SUUT,4,BD
2023-01-11T00:00:00Z,16:37:00,Wednesday,BAY STATION,SUDP,3,BD
2023-01-11T00:00:00Z,16:48:00,Wednesday,BROADVIEW STATION,SUDP,3,BD
2023-01-11T00:00:00Z,16:50:00,Wednesday,OSSINGTON STATION,SUDP,6,BD
2023-01-11T00:00:00Z,16:51:00,Wednesday,OSSINGTON STATION,TUCC,10,BD
2023-01-11T00:00:00Z,16:56:00,Wednesday,WILSON STATION,EUYRD,3,YU
2023-01-11T00:00:00Z,17:41:00,Wednesday,DAVISVILLE STATION,EUO,6,YU
2023-01-11T00:00:00Z,18:22:00,Wednesday,QUEEN STATION,MUPAA,7,YU
2023-01-11T00:00:00Z,18:38:00,Wednesday,EGLINTON STATION,EUNT,3,YU
2023-01-11T00:00:00Z,21:23:00,Wednesday,DUNDAS STATION,SUDP,5,YU
2023-01-11T00:00:00Z,23:50:00,Wednesday,WARDEN STATION,MUIR,8,BD
2023-01-11T00:00:00Z,01:05:00,Wednesday,ROYAL YORK STATION,SUUT,55,BD
2023-01-11T00:00:00Z,01:25:00,Wednesday,YORKDALE STATION,EUDO,18,YU
2023-01-11T00:00:00Z,17:19:00,Wednesday,DON MILLS STATION,PUOPO,5,SHP
2023-01-12T00:00:00Z,08:07:00,Thursday,MCCOWAN STATION,MRTO,7,SRT
2023-01-12T00:00:00Z,06:15:00,Thursday,JANE STATION,MUPAA,4,BD
2023-01-12T00:00:00Z,08:44:00,Thursday,KEELE STATION,SUUT,21,BD
2023-01-12T00:00:00Z,11:59:00,Thursday,JANE STATION,SUUT,3,BD
2023-01-12T00:00:00Z,12:05:00,Thursday,ST GEORGE YUS STATION,SUDP,4,YU
2023-01-12T00:00:00Z,13:04:00,Thursday,WILSON STATION,MUIE,3,YU
2023-01-12T00:00:00Z,14:11:00,Thursday,WARDEN STATION,SUDP,3,BD
2023-01-12T00:00:00Z,14:47:00,Thursday,WOODBINE STATION,SUDP,5,BD
2023-01-12T00:00:00Z,15:45:00,Thursday,WELLESLEY STATION,SUDP,31,YU
2023-01-12T00:00:00Z,15:48:00,Thursday,KENNEDY BD STATION,SUDP,8,BD
2023-01-12T00:00:00Z,17:09:00,Thursday,ST CLAIR STATION,SUDP,8,YU
2023-01-12T00:00:00Z,17:21:00,Thursday,BAY STATION,SUAP,7,BD
2023-01-12T00:00:00Z,17:34:00,Thursday,BLOOR STATION,MUPAA,3,YU
2023-01-12T00:00:00Z,17:37:00,Thursday,BAY STATION,SUDP,4,BD
2023-01-12T00:00:00Z,17:38:00,Thursday,ROYAL YORK STATION,EUNT,10,BD
2023-01-12T00:00:00Z,18:10:00,Thursday,COLLEGE STATION,MUO,3,YU
2023-01-12T00:00:00Z,18:13:00,Thursday,CHESTER STATION,TUMVS,5,BD
2023-01-12T00:00:00Z,18:22:00,Thursday,KIPLING STATION,MUTO,3,BD
2023-01-12T00:00:00Z,18:55:00,Thursday,HIGH PARK STATION,MUPAA,4,BD
2023-01-12T00:00:00Z,20:21:00,Thursday,KIPLING STATION,MUTO,4,BD
2023-01-12T00:00:00Z,20:25:00,Thursday,QUEEN'S PARK STATION,SUDP,14,YU
2023-01-12T00:00:00Z,20:26:00,Thursday,LANSDOWNE STATION,SUDP,4,BD
2023-01-12T00:00:00Z,21:14:00,Thursday,KENNEDY BD STATION,TUO,4,BD
2023-01-12T00:00:00Z,21:32:00,Thursday,LAWRENCE WEST STATION,MUATC,3,YU
2023-01-12T00:00:00Z,21:40:00,Thursday,FINCH WEST STATION,MUIR,6,YU
2023-01-12T00:00:00Z,22:13:00,Thursday,DUNDAS STATION,SUUT,22,YU
2023-01-12T00:00:00Z,22:16:00,Thursday,ROYAL YORK STATION,SUDP,4,BD
2023-01-12T00:00:00Z,22:44:00,Thursday,KING STATION,MUSAN,8,YU
2023-01-12T00:00:00Z,00:22:00,Thursday,SPADINA BD STATION,SUUT,11,BD
2023-01-12T00:00:00Z,20:55:00,Thursday,BAYVIEW STATION,EUDO,8,SHP
2023-01-12T00:00:00Z,01:31:00,Thursday,DON MILLS STATION,TUMVS,8,SHP
2023-01-13T00:00:00Z,06:01:00,Friday,SCARBOROUGH CTR STATIO,ERDO,3,SRT
